#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_001572425.1	PRJNA230969	SAMN04338498	LPYW00000000.1	na	562	562	Escherichia coli	strain=CFSAN025123		latest	Scaffold	Major	Full	2016/02/24	ASM157242v1	FDA/CFSAN	GCF_001572425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/425/GCA_001572425.1_ASM157242v1	
GCA_001572445.1	PRJNA230969	SAMN04338495	LPYZ00000000.1	na	562	562	Escherichia coli	strain=CFSAN025127		latest	Scaffold	Major	Full	2016/02/24	ASM157244v1	FDA/CFSAN	GCF_001572445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/445/GCA_001572445.1_ASM157244v1	
GCA_001572455.1	PRJNA230969	SAMN04338510	LPZH00000000.1	na	562	562	Escherichia coli	strain=CFSAN025136		latest	Contig	Major	Full	2016/02/24	ASM157245v1	FDA/CFSAN	GCF_001572455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/455/GCA_001572455.1_ASM157245v1	
GCA_001572485.1	PRJNA230969	SAMN04338503	LPZA00000000.1	na	562	562	Escherichia coli	strain=CFSAN025128		latest	Scaffold	Major	Full	2016/02/24	ASM157248v1	FDA/CFSAN	GCF_001572485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/485/GCA_001572485.1_ASM157248v1	
GCA_001572505.1	PRJNA230969	SAMN04338504	LPZB00000000.1	na	562	562	Escherichia coli	strain=CFSAN025129		latest	Contig	Major	Full	2016/02/24	ASM157250v1	FDA/CFSAN	GCF_001572505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/505/GCA_001572505.1_ASM157250v1	
GCA_001572525.1	PRJNA230969	SAMN04338475	LPZD00000000.1	na	562	562	Escherichia coli	strain=CFSAN025105		latest	Scaffold	Major	Full	2016/02/24	ASM157252v1	FDA/CFSAN	GCF_001572525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/525/GCA_001572525.1_ASM157252v1	
GCA_001572535.1	PRJNA230969	SAMN04338502	LPZC00000000.1	na	562	562	Escherichia coli	strain=CFSAN025130		latest	Scaffold	Major	Full	2016/02/24	ASM157253v1	FDA/CFSAN	GCF_001572535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/535/GCA_001572535.1_ASM157253v1	
GCA_001572565.1	PRJNA230969	SAMN04338497	LPZE00000000.1	na	562	562	Escherichia coli	strain=CFSAN025125		latest	Contig	Major	Full	2016/02/24	ASM157256v1	FDA/CFSAN	GCF_001572565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/565/GCA_001572565.1_ASM157256v1	
GCA_001572585.1	PRJNA230969	SAMN04338499	LPZG00000000.1	na	562	562	Escherichia coli	strain=CFSAN025135		latest	Contig	Major	Full	2016/02/24	ASM157258v1	FDA/CFSAN	GCF_001572585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/585/GCA_001572585.1_ASM157258v1	
GCA_001572605.1	PRJNA230969	SAMN04338500	LPZJ00000000.1	na	562	562	Escherichia coli	strain=CFSAN025138		latest	Contig	Major	Full	2016/02/24	ASM157260v1	FDA/CFSAN	GCF_001572605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/605/GCA_001572605.1_ASM157260v1	
GCA_001572615.1	PRJNA230969	SAMN04338501	LPZI00000000.1	na	562	562	Escherichia coli	strain=CFSAN025137		latest	Contig	Major	Full	2016/02/24	ASM157261v1	FDA/CFSAN	GCF_001572615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/615/GCA_001572615.1_ASM157261v1	
GCA_001572635.1	PRJNA230969	SAMN04338484	LPZK00000000.1	na	562	562	Escherichia coli	strain=CFSAN025132		latest	Contig	Major	Full	2016/02/24	ASM157263v1	FDA/CFSAN	GCF_001572635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/635/GCA_001572635.1_ASM157263v1	
GCA_001575275.1	PRJNA305846	SAMN04334716	LONX00000000.1	na	562	562	Escherichia coli	strain=G188		latest	Scaffold	Major	Full	2016/02/26	ASM157527v1	KOlimastIR	GCF_001575275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/275/GCA_001575275.1_ASM157527v1	
GCA_001575285.1	PRJNA305846	SAMN04334720	LOOB00000000.1	na	562	562	Escherichia coli	strain=G195		latest	Scaffold	Major	Full	2016/02/26	ASM157528v1	KOlimastIR	GCF_001575285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/285/GCA_001575285.1_ASM157528v1	
GCA_001575295.1	PRJNA305846	SAMN04334721	LOOC00000000.1	na	562	562	Escherichia coli	strain=G196		latest	Scaffold	Major	Full	2016/02/26	ASM157529v1	KOlimastIR	GCF_001575295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/295/GCA_001575295.1_ASM157529v1	
GCA_001575305.1	PRJNA305846	SAMN04334717	LONY00000000.1	na	562	562	Escherichia coli	strain=G19		latest	Scaffold	Major	Full	2016/02/26	ASM157530v1	KOlimastIR	GCF_001575305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/305/GCA_001575305.1_ASM157530v1	
GCA_001575355.1	PRJNA305846	SAMN04334718	LONZ00000000.1	na	562	562	Escherichia coli	strain=G190		latest	Scaffold	Major	Full	2016/02/26	ASM157535v1	KOlimastIR	GCF_001575355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/355/GCA_001575355.1_ASM157535v1	
GCA_001575375.1	PRJNA305846	SAMN04334723	LOOE00000000.1	na	562	562	Escherichia coli	strain=G201		latest	Scaffold	Major	Full	2016/02/26	ASM157537v1	KOlimastIR	GCF_001575375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/375/GCA_001575375.1_ASM157537v1	
GCA_001575385.1	PRJNA305846	SAMN04334722	LOOD00000000.1	na	562	562	Escherichia coli	strain=G200		latest	Scaffold	Major	Full	2016/02/26	ASM157538v1	KOlimastIR	GCF_001575385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/385/GCA_001575385.1_ASM157538v1	
GCA_001575395.1	PRJNA305846	SAMN04334719	LOOA00000000.1	na	562	562	Escherichia coli	strain=G194		latest	Scaffold	Major	Full	2016/02/26	ASM157539v1	KOlimastIR	GCF_001575395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/395/GCA_001575395.1_ASM157539v1	
GCA_001575435.1	PRJNA305846	SAMN04334729	LOOK00000000.1	na	562	562	Escherichia coli	strain=G220		latest	Scaffold	Major	Full	2016/02/26	ASM157543v1	KOlimastIR	GCF_001575435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/435/GCA_001575435.1_ASM157543v1	
GCA_001575455.1	PRJNA305846	SAMN04334725	LOOG00000000.1	na	562	562	Escherichia coli	strain=G211		latest	Scaffold	Major	Full	2016/02/26	ASM157545v1	KOlimastIR	GCF_001575455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/455/GCA_001575455.1_ASM157545v1	
GCA_001575465.1	PRJNA305846	SAMN04334730	LOOL00000000.1	na	562	562	Escherichia coli	strain=G222		latest	Scaffold	Major	Full	2016/02/26	ASM157546v1	KOlimastIR	GCF_001575465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/465/GCA_001575465.1_ASM157546v1	
GCA_001575475.1	PRJNA305846	SAMN04334727	LOOI00000000.1	na	562	562	Escherichia coli	strain=G214		latest	Scaffold	Major	Full	2016/02/26	ASM157547v1	KOlimastIR	GCF_001575475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/475/GCA_001575475.1_ASM157547v1	
GCA_001575515.1	PRJNA305846	SAMN04334728	LOOJ00000000.1	na	562	562	Escherichia coli	strain=G215		latest	Scaffold	Major	Full	2016/02/26	ASM157551v1	KOlimastIR	GCF_001575515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/515/GCA_001575515.1_ASM157551v1	
GCA_001575535.1	PRJNA305846	SAMN04334731	LOOM00000000.1	na	562	562	Escherichia coli	strain=G224		latest	Scaffold	Major	Full	2016/02/26	ASM157553v1	KOlimastIR	GCF_001575535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/535/GCA_001575535.1_ASM157553v1	
GCA_001575545.1	PRJNA305846	SAMN04334726	LOOH00000000.1	na	562	562	Escherichia coli	strain=G213		latest	Scaffold	Major	Full	2016/02/26	ASM157554v1	KOlimastIR	GCF_001575545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/545/GCA_001575545.1_ASM157554v1	
GCA_001575555.1	PRJNA305846	SAMN04334733	LOOO00000000.1	na	562	562	Escherichia coli	strain=G229		latest	Scaffold	Major	Full	2016/02/26	ASM157555v1	KOlimastIR	GCF_001575555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/555/GCA_001575555.1_ASM157555v1	
GCA_001575595.1	PRJNA305846	SAMN04334734	LOOP00000000.1	na	562	562	Escherichia coli	strain=G233		latest	Scaffold	Major	Full	2016/02/26	ASM157559v1	KOlimastIR	GCF_001575595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/595/GCA_001575595.1_ASM157559v1	
GCA_001575615.1	PRJNA305846	SAMN04334735	LOOQ00000000.1	na	562	562	Escherichia coli	strain=G235		latest	Scaffold	Major	Full	2016/02/26	ASM157561v1	KOlimastIR	GCF_001575615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/615/GCA_001575615.1_ASM157561v1	
GCA_001575625.1	PRJNA305846	SAMN04334736	LOOR00000000.1	na	562	562	Escherichia coli	strain=G236		latest	Scaffold	Major	Full	2016/02/26	ASM157562v1	KOlimastIR	GCF_001575625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/625/GCA_001575625.1_ASM157562v1	
GCA_001575635.1	PRJNA305846	SAMN04334739	LOOU00000000.1	na	562	562	Escherichia coli	strain=G240		latest	Scaffold	Major	Full	2016/02/26	ASM157563v1	KOlimastIR	GCF_001575635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/635/GCA_001575635.1_ASM157563v1	
GCA_001575675.1	PRJNA305846	SAMN04334737	LOOS00000000.1	na	562	562	Escherichia coli	strain=G237		latest	Scaffold	Major	Full	2016/02/26	ASM157567v1	KOlimastIR	GCF_001575675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/675/GCA_001575675.1_ASM157567v1	
GCA_001575695.1	PRJNA305846	SAMN04334738	LOOT00000000.1	na	562	562	Escherichia coli	strain=G239		latest	Scaffold	Major	Full	2016/02/26	ASM157569v1	KOlimastIR	GCF_001575695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/695/GCA_001575695.1_ASM157569v1	
GCA_001575705.1	PRJNA305846	SAMN04334732	LOON00000000.1	na	562	562	Escherichia coli	strain=G228		latest	Scaffold	Major	Full	2016/02/26	ASM157570v1	KOlimastIR	GCF_001575705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/705/GCA_001575705.1_ASM157570v1	
GCA_001575715.1	PRJNA305846	SAMN04334701	LONI00000000.1	na	562	562	Escherichia coli	strain=G109		latest	Scaffold	Major	Full	2016/02/26	ASM157571v1	KOlimastIR	GCF_001575715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/715/GCA_001575715.1_ASM157571v1	
GCA_001575755.1	PRJNA305846	SAMN04334702	LONJ00000000.1	na	562	562	Escherichia coli	strain=G111		latest	Scaffold	Major	Full	2016/02/26	ASM157575v1	KOlimastIR	GCF_001575755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/755/GCA_001575755.1_ASM157575v1	
GCA_001575775.1	PRJNA305846	SAMN04334703	LONK00000000.1	na	562	562	Escherichia coli	strain=G114		latest	Scaffold	Major	Full	2016/02/26	ASM157577v1	KOlimastIR	GCF_001575775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/775/GCA_001575775.1_ASM157577v1	
GCA_001575785.1	PRJNA305846	SAMN04334705	LONM00000000.1	na	562	562	Escherichia coli	strain=G15		latest	Scaffold	Major	Full	2016/02/26	ASM157578v1	KOlimastIR	GCF_001575785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/785/GCA_001575785.1_ASM157578v1	
GCA_001575795.1	PRJNA305846	SAMN04334707	LONO00000000.1	na	562	562	Escherichia coli	strain=G158		latest	Scaffold	Major	Full	2016/02/26	ASM157579v1	KOlimastIR	GCF_001575795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/795/GCA_001575795.1_ASM157579v1	
GCA_001575835.1	PRJNA305846	SAMN04334704	LONL00000000.1	na	562	562	Escherichia coli	strain=G138		latest	Scaffold	Major	Full	2016/02/26	ASM157583v1	KOlimastIR	GCF_001575835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/835/GCA_001575835.1_ASM157583v1	
GCA_001575855.1	PRJNA305846	SAMN04334708	LONP00000000.1	na	562	562	Escherichia coli	strain=G16		latest	Scaffold	Major	Full	2016/02/26	ASM157585v1	KOlimastIR	GCF_001575855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/855/GCA_001575855.1_ASM157585v1	
GCA_001575865.1	PRJNA305846	SAMN04334706	LONN00000000.1	na	562	562	Escherichia coli	strain=G150		latest	Scaffold	Major	Full	2016/02/26	ASM157586v1	KOlimastIR	GCF_001575865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/865/GCA_001575865.1_ASM157586v1	
GCA_001575885.1	PRJNA305846	SAMN04334709	LONQ00000000.1	na	562	562	Escherichia coli	strain=G169		latest	Scaffold	Major	Full	2016/02/26	ASM157588v1	KOlimastIR	GCF_001575885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/885/GCA_001575885.1_ASM157588v1	
GCA_001575915.1	PRJNA305846	SAMN04334710	LONR00000000.1	na	562	562	Escherichia coli	strain=G17		latest	Scaffold	Major	Full	2016/02/26	ASM157591v1	KOlimastIR	GCF_001575915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/915/GCA_001575915.1_ASM157591v1	
GCA_001575935.1	PRJNA305846	SAMN04334712	LONT00000000.1	na	562	562	Escherichia coli	strain=G180		latest	Scaffold	Major	Full	2016/02/26	ASM157593v1	KOlimastIR	GCF_001575935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/935/GCA_001575935.1_ASM157593v1	
GCA_001575945.1	PRJNA305846	SAMN04334713	LONU00000000.1	na	562	562	Escherichia coli	strain=G184		latest	Scaffold	Major	Full	2016/02/26	ASM157594v1	KOlimastIR	GCF_001575945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/945/GCA_001575945.1_ASM157594v1	
GCA_001575965.1	PRJNA305846	SAMN04334711	LONS00000000.1	na	562	562	Escherichia coli	strain=G177		latest	Scaffold	Major	Full	2016/02/26	ASM157596v1	KOlimastIR	GCF_001575965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/965/GCA_001575965.1_ASM157596v1	
GCA_001575995.1	PRJNA305846	SAMN04334740	LOOV00000000.1	na	562	562	Escherichia coli	strain=G246		latest	Scaffold	Major	Full	2016/02/26	ASM157599v1	KOlimastIR	GCF_001575995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/575/995/GCA_001575995.1_ASM157599v1	
GCA_001576015.1	PRJNA305846	SAMN04334750	LOPF00000000.1	na	562	562	Escherichia coli	strain=G310		latest	Scaffold	Major	Full	2016/02/26	ASM157601v1	KOlimastIR	GCF_001576015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/015/GCA_001576015.1_ASM157601v1	
GCA_001576025.1	PRJNA305846	SAMN04334741	LOOW00000000.1	na	562	562	Escherichia coli	strain=G250		latest	Scaffold	Major	Full	2016/02/26	ASM157602v1	KOlimastIR	GCF_001576025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/025/GCA_001576025.1_ASM157602v1	
GCA_001576035.1	PRJNA305846	SAMN04334743	LOOY00000000.1	na	562	562	Escherichia coli	strain=G27		latest	Scaffold	Major	Full	2016/02/26	ASM157603v1	KOlimastIR	GCF_001576035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/035/GCA_001576035.1_ASM157603v1	
GCA_001576075.1	PRJNA305846	SAMN04334745	LOPA00000000.1	na	562	562	Escherichia coli	strain=G299		latest	Scaffold	Major	Full	2016/02/26	ASM157607v1	KOlimastIR	GCF_001576075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/075/GCA_001576075.1_ASM157607v1	
GCA_001576095.1	PRJNA305846	SAMN04334749	LOPE00000000.1	na	562	562	Escherichia coli	strain=G303		latest	Scaffold	Major	Full	2016/02/26	ASM157609v1	KOlimastIR	GCF_001576095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/095/GCA_001576095.1_ASM157609v1	
GCA_001576105.1	PRJNA305846	SAMN04334752	LOPH00000000.1	na	562	562	Escherichia coli	strain=G314		latest	Scaffold	Major	Full	2016/02/26	ASM157610v1	KOlimastIR	GCF_001576105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/105/GCA_001576105.1_ASM157610v1	
GCA_001576135.1	PRJNA305846	SAMN04334751	LOPG00000000.1	na	562	562	Escherichia coli	strain=G313		latest	Scaffold	Major	Full	2016/02/26	ASM157613v1	KOlimastIR	GCF_001576135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/135/GCA_001576135.1_ASM157613v1	
GCA_001576155.1	PRJNA305846	SAMN04334757	LOPM00000000.1	na	562	562	Escherichia coli	strain=G39		latest	Scaffold	Major	Full	2016/02/26	ASM157615v1	KOlimastIR	GCF_001576155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/155/GCA_001576155.1_ASM157615v1	
GCA_001576175.1	PRJNA305846	SAMN04334754	LOPJ00000000.1	na	562	562	Escherichia coli	strain=G323		latest	Scaffold	Major	Full	2016/02/26	ASM157617v1	KOlimastIR	GCF_001576175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/175/GCA_001576175.1_ASM157617v1	
GCA_001576195.1	PRJNA305846	SAMN04334746	LOPB00000000.1	na	562	562	Escherichia coli	strain=G3		latest	Scaffold	Major	Full	2016/02/26	ASM157619v1	KOlimastIR	GCF_001576195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/195/GCA_001576195.1_ASM157619v1	
GCA_001576205.1	PRJNA305846	SAMN04334748	LOPD00000000.1	na	562	562	Escherichia coli	strain=G301		latest	Scaffold	Major	Full	2016/02/26	ASM157620v1	KOlimastIR	GCF_001576205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/205/GCA_001576205.1_ASM157620v1	
GCA_001576235.1	PRJNA305846	SAMN04334747	LOPC00000000.1	na	562	562	Escherichia coli	strain=G300		latest	Scaffold	Major	Full	2016/02/26	ASM157623v1	KOlimastIR	GCF_001576235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/235/GCA_001576235.1_ASM157623v1	
GCA_001576295.1	PRJNA305846	SAMN04334714	LONV00000000.1	na	562	562	Escherichia coli	strain=G186		latest	Scaffold	Major	Full	2016/02/26	ASM157629v1	KOlimastIR	GCF_001576295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/295/GCA_001576295.1_ASM157629v1	
GCA_001576305.1	PRJNA305846	SAMN04334724	LOOF00000000.1	na	562	562	Escherichia coli	strain=G207		latest	Scaffold	Major	Full	2016/02/26	ASM157630v1	KOlimastIR	GCF_001576305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/305/GCA_001576305.1_ASM157630v1	
GCA_001576315.1	PRJNA305846	SAMN04334715	LONW00000000.1	na	562	562	Escherichia coli	strain=G187		latest	Scaffold	Major	Full	2016/02/26	ASM157631v1	KOlimastIR	GCF_001576315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/315/GCA_001576315.1_ASM157631v1	
GCA_001576325.1	PRJNA305846	SAMN04334744	LOOZ00000000.1	na	562	562	Escherichia coli	strain=G28		latest	Scaffold	Major	Full	2016/02/26	ASM157632v1	KOlimastIR	GCF_001576325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/325/GCA_001576325.1_ASM157632v1	
GCA_001576375.1	PRJNA305846	SAMN04334742	LOOX00000000.1	na	562	562	Escherichia coli	strain=G26		latest	Scaffold	Major	Full	2016/02/26	ASM157637v1	KOlimastIR	GCF_001576375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/375/GCA_001576375.1_ASM157637v1	
GCA_001576385.1	PRJNA305846	SAMN04334756	LOPL00000000.1	na	562	562	Escherichia coli	strain=G35		latest	Scaffold	Major	Full	2016/02/26	ASM157638v1	KOlimastIR	GCF_001576385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/385/GCA_001576385.1_ASM157638v1	
GCA_001576395.1	PRJNA305846	SAMN04334760	LOPP00000000.1	na	562	562	Escherichia coli	strain=G6		latest	Scaffold	Major	Full	2016/02/26	ASM157639v1	KOlimastIR	GCF_001576395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/395/GCA_001576395.1_ASM157639v1	
GCA_001576435.1	PRJNA305846	SAMN04334755	LOPK00000000.1	na	562	562	Escherichia coli	strain=G324		latest	Scaffold	Major	Full	2016/02/26	ASM157643v1	KOlimastIR	GCF_001576435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/435/GCA_001576435.1_ASM157643v1	
GCA_001576455.1	PRJNA305846	SAMN04334759	LOPO00000000.1	na	562	562	Escherichia coli	strain=G51		latest	Scaffold	Major	Full	2016/02/26	ASM157645v1	KOlimastIR	GCF_001576455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/455/GCA_001576455.1_ASM157645v1	
GCA_001576465.1	PRJNA305846	SAMN04334753	LOPI00000000.1	na	562	562	Escherichia coli	strain=G315		latest	Scaffold	Major	Full	2016/02/26	ASM157646v1	KOlimastIR	GCF_001576465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/465/GCA_001576465.1_ASM157646v1	
GCA_001576495.1	PRJNA305846	SAMN04334758	LOPN00000000.1	na	562	562	Escherichia coli	strain=G43		latest	Scaffold	Major	Full	2016/02/26	ASM157649v1	KOlimastIR	GCF_001576495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/495/GCA_001576495.1_ASM157649v1	
GCA_001576505.1	PRJNA305846	SAMN04334761	LOPQ00000000.1	na	562	562	Escherichia coli	strain=G65		latest	Scaffold	Major	Full	2016/02/26	ASM157650v1	KOlimastIR	GCF_001576505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/505/GCA_001576505.1_ASM157650v1	
GCA_001576545.1	PRJNA305846	SAMN04334762	LOPR00000000.1	na	562	562	Escherichia coli	strain=G76		latest	Scaffold	Major	Full	2016/02/26	ASM157654v1	KOlimastIR	GCF_001576545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/545/GCA_001576545.1_ASM157654v1	
GCA_001577325.1	PRJNA307507	SAMN04381853		na	562	562	Escherichia coli	strain=ZH063		latest	Complete Genome	Major	Full	2016/02/29	ASM157732v1	University of Minnesota	GCF_001577325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/325/GCA_001577325.1_ASM157732v1	
GCA_001580255.1	PRJNA306781	SAMN04393375	LRDD00000000.1	na	562	562	Escherichia coli	strain=DV130		latest	Contig	Major	Full	2016/03/04	ASM158025v1	University of Idaho	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/580/255/GCA_001580255.1_ASM158025v1	many frameshifted proteins
GCA_001582895.1	PRJNA306781	SAMN04393383	LRDE00000000.1	na	562	562	Escherichia coli	strain=DV133T		latest	Contig	Major	Full	2016/03/04	ASM158289v1	University of Idaho	GCF_001582895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/582/895/GCA_001582895.1_ASM158289v1	
GCA_001582905.1	PRJNA306781	SAMN04393384	LRDF00000000.1	na	562	562	Escherichia coli	strain=DV159		latest	Contig	Major	Full	2016/03/04	ASM158290v1	University of Idaho	GCF_001582905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/582/905/GCA_001582905.1_ASM158290v1	
GCA_001592485.1	PRJDB3456	SAMD00026253	BBUR00000000.1	na	397448	562	Escherichia coli O119:H6	strain=2611-1/85		latest	Scaffold	Major	Full	2016/03/04	ASM159248v1	University of Miyazaki	GCF_001592485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/485/GCA_001592485.1_ASM159248v1	
GCA_001592505.1	PRJDB3456	SAMD00026254	BBUS00000000.1	na	397448	562	Escherichia coli O119:H6	strain=3481-1/85		latest	Scaffold	Major	Full	2016/03/04	ASM159250v1	University of Miyazaki	GCF_001592505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/505/GCA_001592505.1_ASM159250v1	
GCA_001592525.1	PRJDB3456	SAMD00026255	BBUT00000000.1	na	397448	562	Escherichia coli O119:H6	strain=4522-1/89		latest	Scaffold	Major	Full	2016/03/04	ASM159252v1	University of Miyazaki	GCF_001592525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/525/GCA_001592525.1_ASM159252v1	
